Date,BUDAPEST,BUDAPEST.L2,BARANYA.L3,CSONGRAD.L3,CSONGRAD.L8,GYOR.L1,GYOR.L9,GYOR.L12,HAJDU.L8,HEVES.L5,HEVES.L7,JASZ.L1,KOMAROM.L10,KOMAROM.L11,NOGRAD.L2,NOGRAD.L5,NOGRAD.L9,SOMOGY.L5,SOMOGY.L10,SOMOGY.L11,TOLNA.L3,TOLNA.L4,TOLNA.L7,ZALA.L1,ZALA.L3,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
24/05/2010,14,18.0,3.0,34.0,42.0,5.0,42.0,48.0,127.0,36.0,46.0,3.0,19.0,65.0,2.0,12.0,25.0,6.0,42.0,20.0,4.0,15.0,34.0,8.0,21.0,42.0,5.0,9.0,82.0
17/05/2010,7,16.0,24.0,4.0,62.0,0.0,57.0,51.0,146.0,13.0,53.0,3.0,59.0,19.0,1.0,22.0,25.0,11.0,18.0,42.0,14.0,4.0,12.0,1.0,4.0,13.0,42.0,2.0,9.0
10/05/2010,27,14.0,10.0,4.0,36.0,6.0,48.0,53.0,84.0,21.0,36.0,0.0,33.0,59.0,2.0,7.0,50.0,9.0,21.0,18.0,4.0,14.0,9.0,4.0,8.0,4.0,13.0,43.0,2.0
03/05/2010,16,7.0,2.0,3.0,62.0,1.0,52.0,42.0,117.0,8.0,13.0,1.0,38.0,33.0,1.0,2.0,21.0,2.0,14.0,21.0,4.0,4.0,15.0,2.0,1.0,51.0,4.0,52.0,43.0
26/04/2010,11,27.0,1.0,3.0,54.0,3.0,17.0,57.0,86.0,9.0,21.0,3.0,21.0,38.0,0.0,1.0,12.0,4.0,17.0,14.0,0.0,4.0,4.0,0.0,4.0,18.0,51.0,5.0,52.0
19/04/2010,2,16.0,1.0,1.0,34.0,0.0,11.0,48.0,17.0,3.0,8.0,6.0,22.0,21.0,2.0,2.0,22.0,3.0,6.0,17.0,0.0,0.0,14.0,1.0,2.0,1.0,18.0,42.0,5.0
12/04/2010,4,11.0,1.0,6.0,4.0,4.0,12.0,52.0,12.0,4.0,9.0,1.0,13.0,22.0,3.0,1.0,7.0,1.0,11.0,6.0,0.0,0.0,4.0,1.0,0.0,21.0,1.0,13.0,42.0
05/04/2010,7,2.0,2.0,3.0,4.0,5.0,7.0,17.0,6.0,5.0,3.0,1.0,6.0,13.0,0.0,0.0,2.0,4.0,9.0,11.0,0.0,0.0,4.0,2.0,1.0,4.0,21.0,4.0,13.0
29/03/2010,15,4.0,0.0,1.0,3.0,6.0,5.0,11.0,32.0,1.0,4.0,4.0,6.0,6.0,9.0,2.0,1.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,51.0,4.0
22/03/2010,30,7.0,0.0,4.0,3.0,9.0,0.0,12.0,0.0,4.0,5.0,2.0,1.0,6.0,2.0,3.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,18.0,51.0
15/03/2010,31,15.0,2.0,15.0,1.0,6.0,6.0,7.0,0.0,1.0,1.0,6.0,9.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,18.0
08/03/2010,25,30.0,5.0,7.0,6.0,6.0,1.0,5.0,0.0,2.0,4.0,3.0,1.0,9.0,4.0,9.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,15.0,0.0,2.0,4.0,21.0,1.0
01/03/2010,50,31.0,6.0,33.0,3.0,14.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,9.0,4.0,1.0,3.0,3.0,0.0,2.0,4.0,21.0
22/02/2010,37,25.0,10.0,31.0,1.0,8.0,0.0,6.0,1.0,3.0,2.0,13.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,8.0,9.0,0.0,31.0,15.0,1.0,0.0,8.0,4.0
15/02/2010,59,50.0,4.0,11.0,4.0,10.0,4.0,1.0,3.0,0.0,0.0,16.0,0.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,10.0,8.0,3.0,13.0,3.0,1.0,1.0,1.0,8.0
08/02/2010,58,37.0,1.0,36.0,15.0,16.0,5.0,3.0,3.0,6.0,3.0,35.0,2.0,0.0,1.0,2.0,9.0,7.0,2.0,0.0,8.0,10.0,4.0,25.0,31.0,2.0,1.0,4.0,1.0
01/02/2010,42,59.0,3.0,10.0,7.0,28.0,6.0,0.0,6.0,12.0,0.0,33.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,15.0,8.0,9.0,18.0,13.0,0.0,2.0,2.0,4.0
25/01/2010,91,58.0,8.0,44.0,33.0,40.0,9.0,4.0,10.0,11.0,6.0,25.0,4.0,2.0,4.0,1.0,1.0,7.0,5.0,1.0,6.0,15.0,8.0,27.0,25.0,0.0,0.0,0.0,2.0
18/01/2010,86,42.0,9.0,21.0,31.0,33.0,6.0,5.0,8.0,16.0,12.0,36.0,3.0,4.0,12.0,1.0,4.0,5.0,1.0,5.0,19.0,6.0,10.0,55.0,18.0,3.0,0.0,1.0,0.0
11/01/2010,41,91.0,31.0,8.0,11.0,28.0,6.0,6.0,32.0,2.0,11.0,24.0,7.0,3.0,17.0,1.0,2.0,8.0,6.0,1.0,14.0,19.0,8.0,24.0,27.0,15.0,3.0,1.0,1.0
04/01/2010,47,86.0,38.0,21.0,36.0,6.0,14.0,9.0,40.0,43.0,16.0,32.0,5.0,7.0,9.0,4.0,0.0,22.0,7.0,6.0,24.0,14.0,15.0,8.0,55.0,3.0,15.0,2.0,1.0
28/12/2009,166,41.0,46.0,17.0,10.0,18.0,8.0,6.0,43.0,10.0,2.0,16.0,6.0,5.0,6.0,12.0,1.0,13.0,2.0,7.0,10.0,24.0,6.0,11.0,24.0,31.0,3.0,0.0,2.0
21/12/2009,113,47.0,50.0,4.0,44.0,31.0,10.0,6.0,21.0,26.0,43.0,69.0,21.0,6.0,4.0,17.0,1.0,20.0,7.0,2.0,21.0,10.0,19.0,26.0,8.0,13.0,31.0,0.0,0.0
14/12/2009,62,166.0,28.0,8.0,21.0,21.0,16.0,14.0,26.0,10.0,10.0,29.0,24.0,21.0,16.0,9.0,1.0,17.0,5.0,7.0,0.0,21.0,14.0,12.0,11.0,25.0,13.0,3.0,0.0
07/12/2009,82,113.0,37.0,53.0,8.0,21.0,28.0,8.0,48.0,8.0,26.0,27.0,6.0,24.0,14.0,6.0,4.0,8.0,8.0,5.0,42.0,0.0,24.0,8.0,26.0,18.0,25.0,15.0,3.0
30/11/2009,56,62.0,23.0,23.0,21.0,38.0,40.0,10.0,39.0,31.0,10.0,54.0,50.0,6.0,13.0,4.0,12.0,13.0,22.0,8.0,21.0,42.0,10.0,15.0,12.0,27.0,18.0,3.0,15.0
23/11/2009,46,82.0,56.0,29.0,17.0,43.0,33.0,16.0,64.0,30.0,8.0,54.0,11.0,50.0,23.0,16.0,17.0,23.0,13.0,22.0,8.0,21.0,21.0,2.0,8.0,55.0,27.0,31.0,3.0
16/11/2009,48,56.0,103.0,29.0,4.0,31.0,28.0,28.0,19.0,24.0,31.0,67.0,35.0,11.0,12.0,14.0,9.0,18.0,20.0,13.0,9.0,8.0,0.0,7.0,15.0,24.0,55.0,13.0,31.0
09/11/2009,124,46.0,50.0,4.0,8.0,46.0,6.0,40.0,38.0,18.0,30.0,112.0,27.0,35.0,38.0,13.0,6.0,9.0,17.0,20.0,15.0,9.0,42.0,5.0,2.0,8.0,24.0,25.0,13.0
02/11/2009,74,48.0,47.0,17.0,53.0,62.0,18.0,33.0,95.0,33.0,24.0,83.0,16.0,27.0,11.0,23.0,4.0,41.0,8.0,17.0,21.0,15.0,21.0,2.0,7.0,11.0,8.0,18.0,25.0
26/10/2009,116,124.0,127.0,24.0,23.0,38.0,31.0,28.0,44.0,40.0,18.0,59.0,22.0,16.0,20.0,12.0,16.0,59.0,13.0,8.0,38.0,21.0,8.0,7.0,5.0,26.0,11.0,27.0,18.0
19/10/2009,120,74.0,83.0,32.0,29.0,95.0,21.0,6.0,46.0,35.0,33.0,98.0,26.0,22.0,9.0,38.0,14.0,25.0,23.0,13.0,18.0,38.0,9.0,5.0,2.0,12.0,26.0,55.0,27.0
12/10/2009,101,116.0,101.0,12.0,29.0,64.0,21.0,18.0,77.0,47.0,40.0,68.0,30.0,26.0,13.0,11.0,13.0,39.0,18.0,23.0,29.0,18.0,15.0,4.0,7.0,8.0,12.0,24.0,55.0
05/10/2009,121,120.0,68.0,17.0,4.0,72.0,38.0,31.0,31.0,20.0,35.0,92.0,23.0,30.0,11.0,20.0,23.0,39.0,9.0,18.0,13.0,29.0,21.0,2.0,5.0,15.0,8.0,8.0,24.0
28/09/2009,160,101.0,135.0,52.0,17.0,93.0,43.0,21.0,46.0,41.0,47.0,58.0,33.0,23.0,29.0,9.0,12.0,18.0,41.0,9.0,14.0,13.0,38.0,16.0,4.0,2.0,15.0,11.0,8.0
21/09/2009,199,121.0,123.0,41.0,24.0,75.0,31.0,21.0,63.0,26.0,20.0,52.0,22.0,33.0,26.0,13.0,38.0,25.0,59.0,41.0,26.0,14.0,18.0,6.0,2.0,7.0,2.0,26.0,11.0
14/09/2009,147,160.0,112.0,55.0,32.0,78.0,46.0,38.0,76.0,28.0,41.0,53.0,22.0,22.0,11.0,11.0,11.0,1.0,25.0,59.0,59.0,26.0,29.0,25.0,16.0,5.0,7.0,12.0,26.0
07/09/2009,130,199.0,80.0,11.0,12.0,84.0,62.0,43.0,40.0,25.0,26.0,47.0,34.0,22.0,26.0,29.0,20.0,34.0,39.0,25.0,35.0,59.0,13.0,13.0,6.0,2.0,5.0,8.0,12.0
31/08/2009,175,147.0,140.0,61.0,17.0,70.0,38.0,31.0,109.0,24.0,28.0,43.0,61.0,34.0,16.0,26.0,9.0,36.0,39.0,39.0,73.0,35.0,14.0,15.0,25.0,7.0,2.0,15.0,8.0
24/08/2009,156,130.0,106.0,39.0,52.0,81.0,95.0,46.0,113.0,15.0,25.0,34.0,22.0,61.0,19.0,11.0,13.0,23.0,18.0,39.0,26.0,73.0,26.0,20.0,13.0,5.0,7.0,2.0,15.0
17/08/2009,185,175.0,116.0,19.0,41.0,59.0,64.0,62.0,86.0,17.0,24.0,28.0,83.0,22.0,37.0,26.0,11.0,23.0,25.0,18.0,55.0,26.0,59.0,14.0,15.0,4.0,5.0,7.0,2.0
10/08/2009,123,156.0,96.0,28.0,55.0,85.0,72.0,38.0,108.0,12.0,15.0,37.0,43.0,83.0,20.0,16.0,29.0,33.0,1.0,25.0,17.0,55.0,35.0,11.0,20.0,2.0,4.0,5.0,7.0
03/08/2009,151,185.0,115.0,58.0,11.0,59.0,93.0,95.0,54.0,5.0,17.0,87.0,85.0,43.0,20.0,19.0,26.0,37.0,34.0,1.0,47.0,17.0,73.0,30.0,14.0,16.0,2.0,2.0,5.0
27/07/2009,150,123.0,102.0,17.0,61.0,97.0,75.0,64.0,94.0,42.0,12.0,78.0,55.0,85.0,26.0,37.0,11.0,33.0,36.0,34.0,15.0,47.0,26.0,31.0,11.0,6.0,16.0,7.0,2.0
20/07/2009,169,151.0,17.0,2.0,39.0,70.0,78.0,72.0,81.0,11.0,5.0,120.0,52.0,55.0,41.0,20.0,26.0,23.0,23.0,36.0,42.0,15.0,55.0,13.0,30.0,25.0,6.0,5.0,7.0
13/07/2009,154,150.0,84.0,49.0,19.0,104.0,84.0,93.0,74.0,42.0,42.0,84.0,39.0,52.0,17.0,20.0,16.0,27.0,23.0,23.0,46.0,42.0,17.0,26.0,31.0,13.0,25.0,4.0,5.0
06/07/2009,68,169.0,74.0,36.0,28.0,42.0,70.0,75.0,71.0,18.0,11.0,103.0,81.0,39.0,21.0,26.0,19.0,18.0,33.0,23.0,39.0,46.0,47.0,50.0,13.0,15.0,13.0,2.0,4.0
29/06/2009,93,154.0,66.0,33.0,58.0,35.0,81.0,78.0,93.0,35.0,42.0,44.0,49.0,81.0,8.0,41.0,37.0,36.0,37.0,33.0,61.0,39.0,15.0,11.0,26.0,20.0,15.0,16.0,2.0
22/06/2009,74,68.0,42.0,32.0,17.0,54.0,59.0,84.0,68.0,28.0,18.0,71.0,52.0,49.0,15.0,17.0,20.0,55.0,33.0,37.0,39.0,61.0,42.0,24.0,50.0,14.0,20.0,6.0,16.0
15/06/2009,56,93.0,25.0,29.0,2.0,48.0,85.0,70.0,46.0,24.0,35.0,19.0,43.0,52.0,8.0,21.0,20.0,35.0,23.0,33.0,19.0,39.0,46.0,6.0,11.0,11.0,14.0,25.0,6.0
08/06/2009,35,74.0,44.0,13.0,49.0,24.0,59.0,81.0,68.0,50.0,28.0,16.0,95.0,43.0,3.0,8.0,26.0,48.0,27.0,23.0,23.0,19.0,39.0,9.0,24.0,30.0,11.0,13.0,25.0
01/06/2009,24,56.0,34.0,11.0,36.0,21.0,97.0,59.0,49.0,7.0,24.0,10.0,37.0,95.0,4.0,15.0,41.0,26.0,18.0,27.0,4.0,23.0,61.0,5.0,6.0,31.0,30.0,15.0,13.0
25/05/2009,11,35.0,16.0,3.0,33.0,10.0,70.0,85.0,21.0,20.0,50.0,7.0,52.0,37.0,2.0,8.0,17.0,37.0,36.0,18.0,17.0,4.0,39.0,6.0,9.0,13.0,31.0,20.0,15.0
18/05/2009,35,24.0,19.0,16.0,32.0,5.0,104.0,59.0,61.0,12.0,7.0,8.0,52.0,52.0,3.0,3.0,21.0,31.0,55.0,36.0,7.0,17.0,19.0,3.0,5.0,26.0,13.0,14.0,20.0
11/05/2009,11,11.0,3.0,6.0,29.0,1.0,42.0,97.0,23.0,1.0,20.0,5.0,80.0,52.0,7.0,4.0,8.0,12.0,35.0,55.0,7.0,7.0,23.0,4.0,6.0,50.0,26.0,11.0,14.0
04/05/2009,22,35.0,2.0,4.0,13.0,0.0,35.0,70.0,21.0,4.0,12.0,8.0,54.0,80.0,1.0,2.0,15.0,19.0,48.0,35.0,0.0,7.0,4.0,6.0,3.0,11.0,50.0,30.0,11.0
27/04/2009,8,11.0,7.0,15.0,11.0,1.0,54.0,104.0,7.0,0.0,1.0,3.0,20.0,54.0,1.0,3.0,8.0,2.0,26.0,48.0,0.0,0.0,17.0,3.0,4.0,24.0,11.0,31.0,30.0
20/04/2009,5,22.0,1.0,0.0,3.0,0.0,48.0,42.0,12.0,0.0,4.0,2.0,20.0,20.0,2.0,7.0,3.0,12.0,37.0,26.0,2.0,0.0,7.0,4.0,6.0,6.0,24.0,13.0,31.0
13/04/2009,23,8.0,0.0,1.0,16.0,0.0,24.0,35.0,9.0,1.0,0.0,2.0,18.0,20.0,2.0,1.0,4.0,6.0,31.0,37.0,3.0,2.0,7.0,0.0,3.0,9.0,6.0,26.0,13.0
06/04/2009,27,5.0,1.0,0.0,6.0,2.0,21.0,54.0,4.0,2.0,0.0,6.0,2.0,18.0,2.0,1.0,2.0,1.0,12.0,31.0,4.0,3.0,0.0,18.0,4.0,5.0,9.0,50.0,26.0
30/03/2009,33,23.0,2.0,2.0,4.0,2.0,10.0,48.0,3.0,0.0,1.0,16.0,1.0,2.0,1.0,2.0,3.0,4.0,19.0,12.0,0.0,4.0,0.0,1.0,0.0,6.0,5.0,11.0,50.0
23/03/2009,74,27.0,0.0,1.0,15.0,1.0,5.0,24.0,3.0,0.0,2.0,6.0,3.0,1.0,0.0,2.0,7.0,4.0,2.0,19.0,2.0,0.0,2.0,24.0,18.0,3.0,6.0,24.0,11.0
16/03/2009,57,33.0,10.0,8.0,0.0,2.0,1.0,21.0,0.0,2.0,0.0,42.0,2.0,3.0,2.0,2.0,1.0,3.0,12.0,2.0,0.0,2.0,3.0,11.0,1.0,4.0,3.0,6.0,24.0
09/03/2009,95,74.0,5.0,4.0,1.0,4.0,0.0,10.0,1.0,1.0,0.0,53.0,2.0,2.0,3.0,1.0,1.0,5.0,6.0,12.0,8.0,0.0,4.0,35.0,24.0,6.0,4.0,9.0,6.0
02/03/2009,73,57.0,9.0,10.0,0.0,0.0,1.0,5.0,3.0,2.0,2.0,45.0,3.0,2.0,9.0,0.0,2.0,7.0,1.0,6.0,14.0,8.0,0.0,60.0,11.0,3.0,6.0,5.0,9.0
23/02/2009,171,95.0,23.0,5.0,2.0,3.0,0.0,1.0,3.0,8.0,1.0,43.0,0.0,3.0,1.0,2.0,2.0,14.0,4.0,1.0,0.0,14.0,2.0,29.0,35.0,4.0,3.0,6.0,5.0
16/02/2009,206,73.0,43.0,8.0,1.0,3.0,0.0,0.0,0.0,10.0,2.0,65.0,2.0,0.0,8.0,3.0,2.0,29.0,4.0,4.0,16.0,0.0,0.0,33.0,60.0,0.0,4.0,3.0,6.0
09/02/2009,144,171.0,16.0,8.0,8.0,5.0,2.0,1.0,2.0,3.0,8.0,65.0,0.0,2.0,22.0,9.0,1.0,24.0,3.0,4.0,3.0,16.0,8.0,75.0,29.0,18.0,0.0,4.0,3.0
02/02/2009,155,206.0,44.0,20.0,4.0,8.0,2.0,0.0,3.0,2.0,10.0,79.0,1.0,0.0,5.0,1.0,0.0,63.0,5.0,3.0,3.0,3.0,14.0,31.0,33.0,1.0,18.0,6.0,4.0
26/01/2009,191,144.0,28.0,3.0,10.0,4.0,1.0,0.0,1.0,20.0,3.0,55.0,3.0,1.0,13.0,8.0,2.0,20.0,7.0,5.0,55.0,3.0,0.0,22.0,75.0,24.0,1.0,3.0,6.0
19/01/2009,125,155.0,29.0,31.0,5.0,17.0,2.0,2.0,1.0,26.0,2.0,98.0,6.0,3.0,12.0,22.0,3.0,67.0,14.0,7.0,13.0,55.0,16.0,49.0,31.0,11.0,24.0,4.0,3.0
12/01/2009,157,191.0,18.0,37.0,8.0,26.0,4.0,2.0,3.0,12.0,20.0,97.0,4.0,6.0,16.0,5.0,9.0,33.0,29.0,14.0,39.0,13.0,3.0,35.0,22.0,35.0,11.0,0.0,4.0
05/01/2009,121,125.0,52.0,26.0,8.0,8.0,0.0,1.0,15.0,32.0,26.0,94.0,19.0,4.0,17.0,13.0,1.0,26.0,24.0,29.0,12.0,39.0,3.0,58.0,49.0,60.0,35.0,18.0,0.0
29/12/2008,59,157.0,45.0,44.0,20.0,20.0,3.0,2.0,36.0,10.0,12.0,105.0,11.0,19.0,11.0,12.0,8.0,38.0,63.0,24.0,17.0,12.0,55.0,71.0,35.0,29.0,60.0,1.0,18.0
22/12/2008,333,121.0,36.0,28.0,3.0,38.0,3.0,4.0,28.0,18.0,32.0,68.0,18.0,11.0,8.0,16.0,22.0,15.0,20.0,63.0,34.0,17.0,13.0,16.0,58.0,33.0,29.0,24.0,1.0
15/12/2008,145,59.0,41.0,13.0,31.0,52.0,5.0,0.0,10.0,13.0,10.0,90.0,23.0,18.0,29.0,17.0,5.0,12.0,67.0,20.0,9.0,34.0,39.0,86.0,71.0,75.0,33.0,11.0,24.0
08/12/2008,208,333.0,35.0,16.0,37.0,27.0,8.0,3.0,26.0,10.0,18.0,152.0,23.0,23.0,13.0,11.0,13.0,20.0,33.0,67.0,1.0,9.0,12.0,56.0,16.0,31.0,75.0,35.0,11.0
01/12/2008,174,145.0,38.0,72.0,26.0,86.0,4.0,3.0,20.0,10.0,13.0,107.0,8.0,23.0,19.0,8.0,12.0,11.0,26.0,33.0,32.0,1.0,17.0,41.0,86.0,22.0,31.0,60.0,35.0
24/11/2008,128,208.0,18.0,24.0,44.0,57.0,17.0,5.0,45.0,7.0,10.0,67.0,27.0,8.0,9.0,29.0,16.0,4.0,38.0,26.0,7.0,32.0,34.0,43.0,56.0,49.0,22.0,29.0,60.0
17/11/2008,190,174.0,51.0,65.0,28.0,76.0,26.0,8.0,15.0,22.0,10.0,101.0,30.0,27.0,11.0,13.0,17.0,27.0,15.0,38.0,38.0,7.0,9.0,21.0,41.0,35.0,49.0,33.0,29.0
10/11/2008,228,128.0,31.0,24.0,13.0,42.0,8.0,4.0,26.0,5.0,7.0,136.0,23.0,30.0,18.0,19.0,11.0,13.0,12.0,15.0,8.0,38.0,1.0,46.0,43.0,58.0,35.0,75.0,33.0
03/11/2008,149,190.0,28.0,42.0,16.0,67.0,20.0,17.0,25.0,6.0,22.0,82.0,19.0,23.0,5.0,9.0,8.0,22.0,20.0,12.0,41.0,8.0,32.0,35.0,21.0,71.0,58.0,31.0,75.0
27/10/2008,181,228.0,53.0,58.0,72.0,41.0,38.0,26.0,35.0,17.0,5.0,135.0,42.0,19.0,14.0,11.0,29.0,15.0,11.0,20.0,43.0,41.0,7.0,46.0,46.0,16.0,71.0,22.0,31.0
20/10/2008,131,149.0,46.0,72.0,24.0,63.0,52.0,8.0,25.0,8.0,6.0,161.0,18.0,42.0,4.0,18.0,13.0,28.0,4.0,11.0,43.0,43.0,38.0,35.0,35.0,86.0,16.0,49.0,22.0
13/10/2008,227,181.0,37.0,53.0,65.0,51.0,27.0,20.0,34.0,41.0,17.0,112.0,63.0,18.0,6.0,5.0,19.0,16.0,27.0,4.0,47.0,43.0,8.0,42.0,46.0,56.0,86.0,35.0,49.0
06/10/2008,158,131.0,43.0,10.0,24.0,48.0,86.0,38.0,28.0,22.0,8.0,106.0,55.0,63.0,6.0,14.0,9.0,24.0,13.0,27.0,39.0,47.0,41.0,43.0,35.0,41.0,56.0,58.0,35.0
29/09/2008,168,227.0,51.0,36.0,42.0,38.0,57.0,52.0,43.0,30.0,41.0,89.0,39.0,55.0,29.0,4.0,11.0,26.0,22.0,13.0,11.0,39.0,43.0,49.0,42.0,43.0,41.0,71.0,58.0
22/09/2008,181,158.0,58.0,22.0,58.0,60.0,76.0,27.0,46.0,38.0,22.0,87.0,24.0,39.0,2.0,6.0,18.0,41.0,15.0,22.0,53.0,11.0,43.0,41.0,43.0,21.0,43.0,16.0,71.0
15/09/2008,138,168.0,38.0,150.0,72.0,55.0,42.0,86.0,55.0,25.0,30.0,79.0,34.0,24.0,7.0,6.0,5.0,43.0,28.0,15.0,36.0,53.0,47.0,54.0,49.0,46.0,21.0,86.0,16.0
08/09/2008,129,181.0,37.0,133.0,53.0,60.0,67.0,57.0,24.0,82.0,38.0,58.0,41.0,34.0,10.0,29.0,14.0,82.0,16.0,28.0,14.0,36.0,39.0,22.0,41.0,35.0,46.0,56.0,86.0
01/09/2008,161,138.0,53.0,78.0,10.0,50.0,41.0,76.0,47.0,57.0,25.0,47.0,61.0,41.0,2.0,2.0,4.0,37.0,24.0,16.0,13.0,14.0,11.0,18.0,54.0,46.0,35.0,41.0,56.0
25/08/2008,121,129.0,41.0,14.0,36.0,51.0,63.0,42.0,59.0,63.0,82.0,79.0,28.0,61.0,3.0,7.0,6.0,45.0,26.0,24.0,33.0,13.0,53.0,65.0,22.0,35.0,46.0,43.0,41.0
18/08/2008,128,161.0,28.0,25.0,22.0,60.0,51.0,67.0,56.0,57.0,57.0,62.0,51.0,28.0,2.0,10.0,6.0,57.0,41.0,26.0,8.0,33.0,36.0,32.0,18.0,42.0,35.0,21.0,43.0
11/08/2008,150,121.0,49.0,54.0,150.0,52.0,48.0,41.0,58.0,30.0,63.0,57.0,55.0,51.0,9.0,2.0,29.0,41.0,43.0,41.0,15.0,8.0,14.0,40.0,65.0,43.0,42.0,46.0,21.0
04/08/2008,146,128.0,17.0,71.0,133.0,50.0,38.0,63.0,62.0,38.0,57.0,42.0,74.0,55.0,35.0,3.0,2.0,31.0,82.0,43.0,22.0,15.0,13.0,44.0,32.0,49.0,43.0,35.0,46.0
28/07/2008,115,150.0,55.0,95.0,78.0,34.0,60.0,51.0,83.0,47.0,30.0,41.0,28.0,74.0,3.0,2.0,7.0,46.0,37.0,82.0,7.0,22.0,33.0,45.0,40.0,41.0,49.0,46.0,35.0
21/07/2008,120,146.0,8.0,74.0,14.0,25.0,55.0,48.0,92.0,90.0,38.0,46.0,52.0,28.0,44.0,9.0,10.0,21.0,45.0,37.0,21.0,7.0,8.0,26.0,44.0,54.0,41.0,35.0,46.0
14/07/2008,140,115.0,62.0,39.0,25.0,19.0,60.0,38.0,49.0,60.0,47.0,43.0,39.0,52.0,27.0,35.0,2.0,31.0,57.0,45.0,44.0,21.0,15.0,19.0,45.0,22.0,54.0,42.0,35.0
07/07/2008,73,120.0,29.0,48.0,54.0,23.0,50.0,60.0,153.0,95.0,90.0,57.0,37.0,39.0,20.0,3.0,3.0,23.0,41.0,57.0,39.0,44.0,22.0,28.0,26.0,18.0,22.0,43.0,42.0
30/06/2008,91,140.0,38.0,52.0,71.0,21.0,51.0,55.0,119.0,120.0,60.0,12.0,20.0,37.0,4.0,44.0,2.0,44.0,31.0,41.0,34.0,39.0,7.0,37.0,19.0,65.0,18.0,49.0,43.0
23/06/2008,71,73.0,21.0,24.0,95.0,28.0,60.0,60.0,69.0,97.0,95.0,11.0,52.0,20.0,12.0,27.0,9.0,23.0,46.0,31.0,12.0,34.0,21.0,6.0,28.0,32.0,65.0,41.0,49.0
16/06/2008,61,91.0,23.0,95.0,74.0,23.0,52.0,50.0,138.0,82.0,120.0,8.0,18.0,52.0,3.0,20.0,35.0,16.0,21.0,46.0,5.0,12.0,44.0,15.0,37.0,40.0,32.0,54.0,41.0
09/06/2008,19,71.0,10.0,27.0,39.0,14.0,50.0,51.0,124.0,57.0,97.0,9.0,47.0,18.0,5.0,4.0,3.0,16.0,31.0,21.0,26.0,5.0,39.0,9.0,6.0,44.0,40.0,22.0,54.0
02/06/2008,16,61.0,3.0,17.0,48.0,4.0,34.0,60.0,108.0,37.0,82.0,14.0,64.0,47.0,4.0,12.0,44.0,18.0,23.0,31.0,0.0,26.0,34.0,15.0,15.0,45.0,44.0,18.0,22.0
26/05/2008,11,19.0,1.0,8.0,52.0,6.0,25.0,52.0,38.0,39.0,57.0,1.0,42.0,64.0,3.0,3.0,27.0,23.0,44.0,23.0,5.0,0.0,12.0,5.0,9.0,26.0,45.0,65.0,18.0
19/05/2008,17,16.0,11.0,1.0,24.0,4.0,19.0,50.0,92.0,21.0,37.0,2.0,38.0,42.0,2.0,5.0,20.0,7.0,23.0,44.0,0.0,5.0,5.0,2.0,15.0,19.0,26.0,32.0,65.0
12/05/2008,14,11.0,2.0,4.0,95.0,3.0,23.0,34.0,36.0,43.0,39.0,5.0,23.0,38.0,2.0,4.0,4.0,14.0,16.0,23.0,1.0,0.0,26.0,0.0,5.0,28.0,19.0,40.0,32.0
05/05/2008,13,17.0,0.0,28.0,27.0,3.0,21.0,25.0,21.0,24.0,21.0,3.0,33.0,23.0,5.0,3.0,12.0,10.0,16.0,16.0,1.0,1.0,0.0,1.0,2.0,37.0,28.0,44.0,40.0
28/04/2008,22,14.0,4.0,13.0,17.0,3.0,28.0,19.0,24.0,12.0,43.0,0.0,21.0,33.0,1.0,2.0,3.0,4.0,18.0,16.0,0.0,1.0,5.0,4.0,0.0,6.0,37.0,45.0,44.0
21/04/2008,42,13.0,1.0,23.0,8.0,4.0,23.0,23.0,20.0,21.0,24.0,1.0,14.0,21.0,0.0,2.0,5.0,2.0,23.0,18.0,1.0,0.0,0.0,1.0,1.0,15.0,6.0,26.0,45.0
14/04/2008,4,22.0,0.0,2.0,1.0,1.0,14.0,21.0,6.0,8.0,12.0,2.0,14.0,14.0,9.0,5.0,4.0,4.0,7.0,23.0,0.0,1.0,1.0,0.0,4.0,9.0,15.0,19.0,26.0
07/04/2008,18,42.0,1.0,1.0,4.0,3.0,4.0,28.0,15.0,6.0,21.0,3.0,11.0,14.0,1.0,1.0,3.0,0.0,14.0,7.0,0.0,0.0,1.0,6.0,1.0,15.0,9.0,28.0,19.0
31/03/2008,6,4.0,0.0,2.0,28.0,1.0,6.0,23.0,19.0,6.0,8.0,1.0,6.0,11.0,10.0,0.0,2.0,1.0,10.0,14.0,4.0,0.0,0.0,4.0,0.0,5.0,15.0,37.0,28.0
